id;name;host_id;host_name;neighbourhood_group;neighbourhood;latitude;longitude;room_type;price;minimum_nights;number_of_reviews;last_review;reviews_per_month;calculated_host_listings_count;availability_365;number_of_reviews_ltm;license
7,25565E+17;Rental unit in Barcelona · ★5.0 · 4 bedrooms · 4 beds · 2 baths;2202284;Johanna;Eixample;l'Antiga Esquerra de l'Eixample;4.138.504;215.844;Entire home/apt;120;31;4;31/05/2023;0.54;18;71;4;
7,25736E+17;Rental unit in Barcelona · ★4.86 · 4 bedrooms · 5 beds · 4 baths;158023606;Habitat Apartments;Eixample;la Dreta de l'Eixample;4.139.796;217.163;Entire home/apt;627;1;21;17/05/2023;2.94;133;105;21;HUTB-004869
7,19655E+17;Rental unit in Barcelona · 3 bedrooms · 3 beds · 1 bath;2202284;Johanna;Horta-Guinardó;Sant Genís dels Agudells;4.142.419;213.997;Entire home/apt;70;31;2;11/03/2023;0.29;18;153;2;
7,28205E+17;Rental unit in Barcelona · 2 bedrooms · 2 beds · 1 bath;481799583;Sinisa;Sant Martí;Provençals del Poblenou;414.111.600.441.733;21.980.324.269.836.200;Entire home/apt;80;32;0;;;3;137;0;Exempt
7,19896E+17;Rental unit in Barcelona · ★4.40 · 2 bedrooms · 2 beds · 2 baths;10044989;Vincent;Eixample;l'Antiga Esquerra de l'Eixample;4.139.121;214.888;Entire home/apt;270;5;15;21/05/2023;1.80;22;60;15;HUTB-010563
7,28207E+17;Rental unit in Barcelona · 1 bedroom · 1 bed · 1 bath;7215439;Marta;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;4.138.689;217.616;Entire home/apt;100;32;0;;;15;344;0;
7,28221E+17;Rental unit in Barcelona · 3 bedrooms · 3 beds · 2 baths;7215439;Marta;Ciutat Vella;el Barri Gòtic;4.138.513;217.404;Entire home/apt;166;32;0;;;15;191;0;Exempt
7,25753E+17;Hotel in Barcelona · ★4.75 · Studio · 1 bed · 1 shared bath;480305959;Catalonia Roma;Eixample;la Nova Esquerra de l'Eixample;413.826;214.688;Private room;196;1;4;28/04/2023;0.54;2;292;4;HB-003873
7,2578E+17;Condo in Barcelona · ★4.09 · 1 bedroom · 1 bed · 1 shared bath;490308369;Felipe;Ciutat Vella;el Raval;4.138.169;216.446;Private room;69;2;34;26/05/2023;4.32;7;114;34;Exempt
7,25819E+17;Rental unit in Barcelona · ★5.0 · 1 bedroom · 1 bed · 1 shared bath;481365768;Alex;Eixample;la Sagrada Família;4.140.115;217.635;Private room;100;1;3;21/11/2022;0.44;1;0;3;
7,19988E+17;Hotel in Barcelona · Studio · 1 bed · 1 shared bath;479722923;Catalonia Park Putxet;Sarrià-Sant Gervasi;el Putxet i el Farró;4.140.843;214.368;Private room;194;1;1;30/10/2022;0.13;3;307;1;HB-003757
7,20003E+17;Hotel in Barcelona · ★3.90 · Studio · 2 beds · 1 shared bath;479722923;Catalonia Park Putxet;Sarrià-Sant Gervasi;el Putxet i el Farró;4.140.606;214.343;Private room;191;1;10;20/03/2023;1.53;3;280;10;HB-003757
7,25834E+17;Rental unit in Barcelona · ★3.67 · 1 bedroom · 1 bed · 1 shared bath;481367289;Elena;Eixample;el Fort Pienc;4.139.914;217.616;Private room;100;1;3;17/11/2022;0.42;1;0;3;
7,25844E+17;Rental unit in Barcelona · 1 bedroom · 1 bed · 1 shared bath;481370044;Alex;Eixample;la Sagrada Família;4.140.084;217.522;Private room;100;1;1;18/11/2022;0.15;1;0;1;
7,20008E+17;Rental unit in Barcelona · ★4.36 · 2 bedrooms · 2 beds · 1 bath;328004770;Barnarent;Eixample;la Dreta de l'Eixample;4.139.609;216.728;Entire home/apt;306;1;11;17/04/2023;1.51;19;322;11;HUTB-005457
7,28289E+17;Rental unit in Barcelona · ★4.58 · 1 bedroom · 1 bed · 1 shared bath;481817622;Nathaly;Sant Martí;el Besòs i el Maresme;414.181.276;22.113.295;Private room;55;1;19;24/05/2023;3.22;1;336;19;
7,20024E+17;Hotel in Barcelona · Studio · 2 beds · 1 shared bath;479722923;Catalonia Park Putxet;Sarrià-Sant Gervasi;el Putxet i el Farró;4.140.641;214.482;Private room;223;1;2;20/03/2023;0.35;3;271;2;HB-003757
7,28298E+17;Condo in Barcelona · 1 bedroom · 1 bed · 1 bath;134067908;Nika;Eixample;l'Antiga Esquerra de l'Eixample;4.138.779;216.353;Entire home/apt;200;150;0;;;1;365;0;
7,25894E+17;Rental unit in Barcelona · ★4.29 · 1 bedroom · 1 bed · 1.5 shared baths;473062147;Laura;Les Corts;les Corts;4.138.325;21.349;Private room;68;1;21;22/05/2023;2.81;1;202;21;
7,25914E+17;Rental unit in Barcelona · ★4.32 · 2 bedrooms · 3 beds · 1 bath;370718107;Alexandre;Eixample;Sant Antoni;413.756.402;21.623.021;Entire home/apt;206;1;22;02/06/2023;2.93;48;171;22;HUTB-001521
7,20039E+17;Rental unit in Barcelona · 1 bedroom · 2 beds · 2 baths;265193861;Joaquim;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;4.138.758;217.831;Entire home/apt;90;32;0;;;129;186;0;
7,25916E+17;Rental unit in Barcelona · ★4.54 · 1 bedroom · 2 beds · 1 bath;370718107;Alexandre;Sants-Montjuïc;el Poble Sec;413.738.643;21.678.005;Entire home/apt;194;1;24;01/06/2023;3.36;48;88;24;HUTB-002740
7,28342E+17;Rental unit in Barcelona · ★4.73 · 1 bedroom · 1 bed · 1 private bath;55704740;Thalis;Sant Martí;el Camp de l'Arpa del Clot;4.140.825;218.142;Private room;90;2;15;09/06/2023;2.07;1;66;15;
7,3167E+17;Rental unit in Barcelona · ★4.43 · 1 bedroom · 1 bed · 1 private bath;464693380;Felix Y Victor;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;4.138.715;217.902;Private room;113;2;30;29/05/2023;3.93;3;90;30;
7,2854E+17;Place to stay in Barcelona · ★5.0 · 1 bedroom · 1 bed · 1 bath;14494029;Maria Teresa;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;413.847.814;21.832.643;Entire home/apt;40;31;3;07/05/2023;0.43;3;211;3;Exempt
7,25918E+17;Rental unit in Barcelona · ★4.95 · 3 bedrooms · 4 beds · 2 baths;370718107;Alexandre;Eixample;la Sagrada Família;414.074.597;2.174.247;Entire home/apt;318;1;21;05/06/2023;2.73;48;93;21;HUTB-009170
7,31679E+17;Rental unit in Barcelona · ★5.0 · Studio · 1 bed · 1 bath;2084522;Zhanna;Sant Martí;Provençals del Poblenou;4.140.867;220.117;Entire home/apt;165;28;4;16/04/2023;0.62;4;135;4;HUTB-000000
7,25919E+17;Rental unit in Barcelona · ★4.61 · 3 bedrooms · 4 beds · 1 bath;370718107;Alexandre;Eixample;la Sagrada Família;41.406.009.962;2.176.854.642;Entire home/apt;241;1;33;28/05/2023;4.02;48;123;33;HUTB-002557
7,28668E+17;Rental unit in Barcelona · ★New · 2 bedrooms · 2 beds · 1.5 baths;481875182;Alba;Eixample;Sant Antoni;41.375.618.591.041.800;21.624.711.506.360.800;Entire home/apt;62;32;0;;;2;304;0;
7,31681E+17;Rental unit in Barcelona · 2 bedrooms · 2 beds · 1 bath;4396136;Homesearch;Ciutat Vella;el Raval;4.138.159;217.017;Entire home/apt;80;32;1;31/12/2022;0.19;32;312;1;
7,28729E+17;Rental unit in Barcelona · ★4.91 · 1 bedroom · 1 bed · 1 shared bath;244135635;Sofia;Les Corts;les Corts;413.829;2.131;Private room;71;1;11;05/06/2023;1.33;1;118;11;
7,25921E+17;Rental unit in Barcelona · ★4.68 · 2 bedrooms · 5 beds · 2 baths;370718107;Alexandre;Eixample;la Sagrada Família;414.009.851;21.756.318;Entire home/apt;318;1;25;06/06/2023;3.26;48;139;25;HB-004735
7,25922E+17;Rental unit in Barcelona · ★4.56 · 4 bedrooms · 6 beds · 2 baths;370718107;Alexandre;Eixample;la Sagrada Família;414.083.076;21.720.423;Entire home/apt;464;1;25;05/06/2023;3.16;48;132;25;HUTB-002021
7,25925E+17;Rental unit in Barcelona · ★4.65 · 2 bedrooms · 3 beds · 2 baths;370718107;Alexandre;Eixample;l'Antiga Esquerra de l'Eixample;413.834.195;21.596.017;Entire home/apt;309;1;23;07/06/2023;2.91;48;167;23;HUTB-003568
7,31707E+17;Rental unit in Barcelona · 1 bedroom · 2 beds · 2 baths;10547296;Flateli;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;4.138.341;218.156;Entire home/apt;67;32;2;26/05/2023;0.47;49;67;2;Exempt
7,25928E+17;Rental unit in Barcelona · ★4.68 · 4 bedrooms · 7 beds · 4 baths;370718107;Alexandre;Eixample;la Dreta de l'Eixample;413.871.514;21.665.722;Entire home/apt;702;1;22;04/06/2023;2.64;48;146;22;HUTB-010149
7,28861E+17;Rental unit in Barcelona · ★4.35 · 1 bedroom · 4 beds · 1 shared bath;35734146;Francisco;Gràcia;el Camp d'en Grassot i Gràcia Nova;41.410.345;2.162.947;Private room;55;4;20;07/06/2023;2.41;1;276;20;
7,31738E+17;Rental unit in Barcelona · ★4.37 · 1 bedroom · 2 beds · 1 bath;370718107;Alexandre;Gràcia;la Vila de Gràcia;414.002.898;21.624.783;Entire home/apt;171;1;27;08/06/2023;3.40;48;177;27;HUTB-001027
7,28941E+17;Rental unit in Barcelona · ★5.0 · 1 bedroom · 1 bed · 1 shared bath;18944312;Jonatan;Horta-Guinardó;el Guinardó;4.141.154;217.448;Private room;29;31;4;27/05/2023;1.18;2;298;4;
7,2593E+17;Rental unit in Barcelona · ★4.67 · 2 bedrooms · 4 beds · 2 baths;370718107;Alexandre;Eixample;la Sagrada Família;414.074.361;2.175.747;Entire home/apt;254;1;24;29/05/2023;2.96;48;178;24;HUTB-009381
7,31804E+17;Hotel in Barcelona · ★5.0 · 1 bedroom · 2 beds · 1 bath;418270816;Limehome;Sant Martí;el Camp de l'Arpa del Clot;41.415.787;2.185.352;Private room;203;1;4;07/05/2023;0.69;15;21;4;Exempt
7,25932E+17;Rental unit in Barcelona · ★4.87 · 4 bedrooms · 5 beds · 2 baths;370718107;Alexandre;Eixample;la Sagrada Família;414.042.179;2.179.452;Entire home/apt;470;1;30;06/06/2023;3.98;48;87;30;HUTB-008675
7,25934E+17;Rental unit in Barcelona · ★4.40 · 1 bedroom · 2 beds · 1 bath;370718107;Alexandre;Sant Martí;el Parc i la Llacuna del Poblenou;413.953.845;21.918.082;Entire home/apt;257;1;25;05/06/2023;3.39;48;143;25;HUTB-012988
7,29363E+17;Rental unit in Barcelona · ★4.78 · 3 bedrooms · 5 beds · 2 baths;238724735;BBarcelona Apartments;Sants-Montjuïc;el Poble Sec;413.723.956;2.164.487.100.000.000;Entire home/apt;254;1;9;28/04/2023;1.23;18;137;9;HUTB-002772
7,31804E+17;Hotel in Barcelona · 1 bedroom · 2 beds · 1 bath;418270816;Limehome;Sant Martí;el Camp de l'Arpa del Clot;41.415.787;2.185.352;Private room;196;1;1;08/12/2022;0.16;15;11;1;Exempt
7,29404E+17;Rental unit in Barcelona · 2 bedrooms · 2 beds · 2 baths;346367515;Ukio;Eixample;la Dreta de l'Eixample;4.138.959;217.514;Entire home/apt;152;31;0;;;265;0;0;
7,29464E+17;Condo in Barcelona · ★3.33 · 1 bedroom · 2 beds · 2 shared baths;444588403;David;Ciutat Vella;el Raval;41.376.865.218.145.000;21.673.911.692.555.700;Private room;85;2;12;19/05/2023;3.50;1;113;12;
7,25935E+17;Rental unit in Barcelona · ★4.74 · 2 bedrooms · 4 beds · 1 bath;370718107;Alexandre;Sants-Montjuïc;el Poble Sec;413.717.065;21.597.403;Entire home/apt;238;1;23;25/05/2023;2.83;48;157;23;HUTB-008495
7,31809E+17;Rental unit in Barcelona · 1 bedroom · 1 bed · 1 bath;418270816;Limehome;Sant Martí;el Camp de l'Arpa del Clot;41.415.787;21.853.511;Entire home/apt;62;32;0;;;15;8;0;Exempt
7,25938E+17;Rental unit in Barcelona · ★4.71 · 3 bedrooms · 5 beds · 1 bath;370718107;Alexandre;Sant Martí;la Vila Olímpica del Poblenou;413.906.641;21.911.851;Entire home/apt;341;1;21;28/05/2023;2.66;48;105;21;HUTB-002883
7,29474E+17;Rental unit in Barcelona · 1 bedroom · 2 beds · 1 bath;370718107;Alexandre;Gràcia;la Vila de Gràcia;414.049.151;21.558.642;Entire home/apt;70;1;1;24/05/2023;1;48;70;1;Exempt
7,29476E+17;Rental unit in Barcelona · 1 bedroom · 2 beds · 1 bath;370718107;Alexandre;Gràcia;la Vila de Gràcia;414.049.151;21.558.642;Entire home/apt;70;1;1;31/01/2023;0.23;48;64;1;Exempt
7,29479E+17;Rental unit in Barcelona · 1 bedroom · 1 bed · 1 bath;370718107;Alexandre;Gràcia;la Vila de Gràcia;413.997.428;21.571.164;Entire home/apt;77;1;2;02/04/2023;0.38;48;80;2;Exempt
7,31812E+17;Rental unit in Barcelona · 1 bedroom · 1 bed · 1 bath;418270816;Limehome;Sant Martí;el Camp de l'Arpa del Clot;41.415.787;21.853.511;Entire home/apt;64;32;0;;;15;7;0;Exempt
7,31814E+17;Rental unit in Barcelona · 2 bedrooms · 2 beds · 1 bath;418270816;Limehome;Sant Martí;el Camp de l'Arpa del Clot;41.415.787;21.853.511;Entire home/apt;69;32;2;15/05/2023;0.77;15;31;2;Exempt
7,39542E+17;Rental unit in Barcelona · ★4.76 · 4 bedrooms · 4 beds · 2 baths;3556337;Alejandro;Gràcia;la Vila de Gràcia;413.992.406;21.581.284;Entire home/apt;175;1;29;02/06/2023;3.77;35;46;29;HUTB-004940
7,31817E+17;Hotel in Barcelona · ★4.55 · 1 bedroom · 1 bed · 1 bath;418270816;Limehome;Sant Martí;el Camp de l'Arpa del Clot;41.415.787;2.185.352;Private room;180;1;11;26/05/2023;1.86;15;48;11;Exempt
7,3956E+17;Rental unit in Barcelona · ★4.87 · 2 bedrooms · 3 beds · 1 bath;15775899;Antonio;Eixample;la Dreta de l'Eixample;413.910.525;21.754.782;Entire home/apt;228;3;31;06/06/2023;4.25;7;254;31;HUTB-011117
7,39723E+17;Rental unit in Barcelona · ★4.0 · 2 bedrooms · 1 bed · 1 bath;447375626;Blueground;Sants-Montjuïc;el Poble Sec;413.727.935;21.697.577;Entire home/apt;138;32;3;04/04/2023;0.63;87;353;3;
7,29619E+17;casa particular in Barcelona · 1 bedroom · 1 bed · Shared half-bath;3226879;Iara;Eixample;la Dreta de l'Eixample;4.139.033;217.176;Private room;36;30;0;;;1;149;0;
7,3182E+17;Hotel in Barcelona · ★5.0 · 1 bedroom · 1 bed · 1 bath;418270816;Limehome;Sant Martí;el Camp de l'Arpa del Clot;41.415.787;2.185.352;Private room;175;1;6;15/03/2023;0.96;15;52;6;Exempt
7,29642E+17;Rental unit in Barcelona · ★4.83 · 2 bedrooms · 2 beds · 1.5 shared baths;470809340;Anna;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;4.138.738;21.767;Private room;149;4;12;22/05/2023;1.71;1;11;12;
7,40331E+17;Rental unit in Barcelona · ★4.62 · 4 bedrooms · 6 beds · 2 baths;32037490;SweetInn;Sants-Montjuïc;Hostafrancs;4.137.539;214.361;Entire home/apt;289;2;13;23/05/2023;1.93;215;176;13;HUTB291025
7,40341E+17;Rental unit in Barcelona · ★4.23 · 2 bedrooms · 2 beds · 1 bath;32037490;SweetInn;Sarrià-Sant Gervasi;el Putxet i el Farró;4.140.282;21.488;Entire home/apt;338;2;22;20/05/2023;3.10;215;178;22;HUTB-001707
7,31948E+17;Rental unit in Barcelona · ★4.36 · 1 bedroom · 1 bed · 1.5 shared baths;462551773;Charles;Ciutat Vella;el Raval;4.137.883;216.495;Private room;46;1;11;02/05/2023;2.01;4;274;11;
7,40354E+17;Rental unit in Barcelona · 1 bedroom · 1 bed · 1 bath;44669008;Sebastian;Sants-Montjuïc;Sants;4.137.761;213.369;Entire home/apt;100;4;0;;;1;160;0;Exempt
7,29647E+17;Rental unit in Barcelona · 1 bedroom · 1 bed · 1 bath;196837591;Alba;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;413.870.535;21.804.786;Entire home/apt;52;32;1;18/05/2023;1;1;328;1;
7,31992E+17;Rental unit in Barcelona · ★3.33 · 2 bedrooms · 2 beds · 1.5 shared baths;462551773;Charles;Ciutat Vella;el Raval;4.138.014;216.375;Private room;79;1;6;16/05/2023;1.82;4;288;6;
7,4041E+17;Rental unit in Barcelona · 3 bedrooms · 4 beds · 1 bath;10693680;Ramón;Sant Martí;Provençals del Poblenou;4.141.429;220.461;Entire home/apt;63;32;0;;;37;276;0;
7,32306E+17;Rental unit in Barcelona · ★4.0 · 2 bedrooms · 1 bed · 2 baths;335570948;Laure;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;4.138.994;217.816;Entire home/apt;80;31;3;13/03/2023;0.58;13;0;3;Exempt
7,40411E+17;Rental unit in Barcelona · ★4.93 · 2 bedrooms · 1 bed · 1 bath;1920353;Central;Eixample;la Dreta de l'Eixample;4.139.850.656.545.260;21.676.616.584.134.200;Entire home/apt;225;3;14;03/06/2023;3.23;17;105;14;HUTB-003951
7,29659E+17;Rental unit in Barcelona · ★4.25 · 1 bedroom · 3 beds · 1 bath;155203517;The Streets Apartments;Gràcia;la Vila de Gràcia;4.140.305;215.803;Entire home/apt;178;1;12;30/05/2023;1.77;6;327;12;HUTB-001107
7,32315E+17;Rental unit in Barcelona · 2 bedrooms · 1 bed · 2 baths;335570948;Laure;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;4.138.938;2.179;Entire home/apt;80;31;1;06/05/2023;0.83;13;43;1;Exempt
7,29695E+17;Rental unit in Barcelona · ★4.71 · 3 bedrooms · 3 beds · 1 bath;21472437;Benjamin;Sants-Montjuïc;el Poble Sec;413.747.779;21.622.789;Entire home/apt;158;4;35;20/05/2023;4.32;9;39;35;HUTB-008497
7,40411E+17;Rental unit in Barcelona · ★5.0 · 2 bedrooms · 1 bed · 1 bath;1920353;Central;Eixample;la Dreta de l'Eixample;4.139.886.516.147.590;2.168.593.011.306.280;Entire home/apt;237;3;11;04/06/2023;3.06;17;100;11;HUTB-003947
7,32321E+17;Condo in Barcelona · ★4.96 · 2 bedrooms · 2 beds · 1.5 baths;242031344;Marc;Eixample;Sant Antoni;41.376;215.156;Entire home/apt;249;3;23;09/06/2023;4.51;1;281;23;HUTB010266
7,40443E+17;Rental unit in Barcelona · 2 bedrooms · 2 beds · 2 baths;45510964;The Onsider;Ciutat Vella;el Barri Gòtic;4.138.168;217.996;Entire home/apt;330;32;0;;;13;159;0;
7,29807E+17;Rental unit in Barcelona · ★4.71 · 2 bedrooms · 4 beds · 1 shared bath;482109912;Maria Jose;Sarrià-Sant Gervasi;Sant Gervasi - la Bonanova;4.140.231;213.569;Private room;85;1;14;05/06/2023;4.38;1;262;14;
7,3257E+17;Rental unit in Barcelona · 1 bedroom · 1 bed · 1.5 shared baths;3349365;Berta;Sarrià-Sant Gervasi;el Putxet i el Farró;4.140.515;214.254;Private room;75;1;1;01/01/2023;0.19;1;289;1;Exempt
7,4098E+17;Condo in Barcelona · 2 bedrooms · 3 beds · 1 bath;20503968;Nick;Ciutat Vella;el Raval;4.137.747;217.622;Entire home/apt;104;32;1;19/05/2023;1;3;249;1;Exempt
7,32604E+17;Hotel in Barcelona · 1 bedroom · 1 bed · 1 private bath;51994103;Hotel Nouvel;Ciutat Vella;el Barri Gòtic;413.851.769;2.171.716;Private room;161;1;0;;;4;0;0;Exempt
7,41045E+17;Rental unit in Barcelona · 1 bedroom · 2 beds · 1 bath;76084677;Timothee;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;4.138.907.441.169.670;217.774.250.740.967;Entire home/apt;120;31;0;;;1;362;0;Exempt
7,29824E+17;Serviced apartment in Barcelona · ★4.43 · 1 bedroom · 1 bed · 1 shared bath;31369242;Renata;Sants-Montjuïc;Sants;413.721;213.517;Private room;80;1;14;28/05/2023;1.89;1;63;14;Exempt
7,30119E+17;Rental unit in Barcelona · 2 bedrooms · 2 beds · 2 baths;346367515;Ukio;Eixample;la Nova Esquerra de l'Eixample;4.138.238;215.089;Entire home/apt;137;31;0;;;265;246;0;
7,3017E+17;Rental unit in Barcelona · 1 bedroom · 1 bed · 5 shared baths;36607755;Igor;Gràcia;la Vila de Gràcia;414.065;214.981;Private room;32;32;0;;;131;314;0;
7,32607E+17;Hotel in Barcelona · 1 bedroom · 1 bed · 1 shared bath;51994103;Hotel Nouvel;Ciutat Vella;el Barri Gòtic;4.138.431;217.288;Private room;187;1;0;;;4;0;0;Exempt
7,30333E+17;Rental unit in Barcelona · ★4.96 · 1 bedroom · 1 bed · 1 shared bath;89578853;Zoe;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;4.139.007;217.975;Private room;86;4;23;08/06/2023;2.80;3;42;23;
7,32609E+17;Hotel in Barcelona · 1 bedroom · 3 beds · 1 shared bath;51994103;Hotel Nouvel;Ciutat Vella;el Barri Gòtic;4.138.469;217.289;Private room;261;1;0;;;4;0;0;Exempt
7,41132E+17;Rental unit in Barcelona · ★4.94 · 1 bedroom · 2 beds · 1 bath;228209257;Eric;Gràcia;el Camp d'en Grassot i Gràcia Nova;414.036;216.986;Entire home/apt;285;1;18;19/05/2023;2.44;3;293;18;HUTB-000663
7,32611E+17;Hotel in Barcelona · 1 bedroom · 2 beds · 1 shared bath;51994103;Hotel Nouvel;Ciutat Vella;el Barri Gòtic;4.138.425;217.145;Private room;280;1;0;;;4;0;0;Exempt
7,3035E+17;Rental unit in Barcelona · 1 bedroom · 1 bed · 1 shared bath;294265812;Cris;Ciutat Vella;el Barri Gòtic;41.381.648.932.539.700;2.178.853.223.057.130;Private room;47;5;2;21/05/2023;0.75;11;7;2;
7,33021E+17;Rental unit in Barcelona · ★4.33 · 4 bedrooms · 4 beds · 2 baths;212431311;Quim;Eixample;Sant Antoni;4.137.604;215.454;Entire home/apt;427;4;15;28/05/2023;1.89;30;356;15;HUTB-006955
7,41552E+17;Rental unit in Barcelona · 1 bedroom · 2 beds · 1 bath;484326636;Tiago;Ciutat Vella;la Barceloneta;4.137.862;218.858;Entire home/apt;50;30;2;12/05/2023;0.39;1;284;2;Exempt
7,33053E+17;Rental unit in Barcelona · ★4.86 · 1 bedroom · 1 bed · 1.5 shared baths;482722419;Areta;Sant Martí;el Besòs i el Maresme;4.141.686;221.773;Private room;40;1;21;09/06/2023;4.96;1;279;21;
7,41725E+17;Rental unit in Barcelona · Studio · 1 bed · 1 bath;484346421;Jacobo;Eixample;l'Antiga Esquerra de l'Eixample;4.139.472;215.403;Entire home/apt;96;31;0;;;3;300;0;
7,41822E+17;Rental unit in Barcelona · ★4.67 · Studio · 1 bed · 1 bath;484346421;Jacobo;Eixample;l'Antiga Esquerra de l'Eixample;4.139.342;215.349;Entire home/apt;200;31;3;29/05/2023;0.72;3;334;3;
7,30378E+17;Rental unit in Barcelona · ★4.25 · 1 bedroom · 1 bed · 1 shared bath;479615840;Emma;Sants-Montjuïc;Sants;4.138.159;213.816;Private room;64;6;8;07/06/2023;2.16;5;348;8;
7,30442E+17;Rental unit in Barcelona · 1 bedroom · 1 bed · 1 shared bath;5602073;Gustavo Y María;Sant Martí;la Verneda i la Pau;4.142.257;220.859;Private room;50;5;1;25/02/2023;0.28;3;9;1;Exempt
7,33164E+17;casa particular in Barcelona · 1 bedroom · 1 bed · 1 private bath;413899306;Evelin;Gràcia;la Vila de Gràcia;4.140.075;215.801;Private room;25;31;1;18/01/2023;0.21;2;162;1;
7,30517E+17;Rental unit in Barcelona · 1 bedroom · 1 bed · 1 bath;26913749;Brawnie;Sant Martí;el Poblenou;4.140.132;22.027;Private room;40;31;0;;;3;110;0;
7,41876E+17;Rental unit in Barcelona · 3 bedrooms · 3 beds · 2 baths;484377170;Carla;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;41.386.769.358.505.600;2.175.651.338.799.210;Entire home/apt;150;32;0;;;1;179;0;Exempt
7,33218E+17;Rental unit in Barcelona · ★4.71 · 1 bedroom · 1 bed · 2 shared baths;224775004;Julia;Sant Martí;el Camp de l'Arpa del Clot;4.140.887;21.853;Private room;54;1;31;04/06/2023;4.56;2;318;31;
7,41926E+17;Rental unit in Barcelona · ★4.71 · 1 bedroom · 2 beds · 1.5 baths;2084522;Zhanna;Eixample;la Nova Esquerra de l'Eixample;4.138.566;214.349;Entire home/apt;90;28;7;26/05/2023;1.81;4;269;7;HUTB-000000
7,30576E+17;Rental unit in Barcelona · ★4.50 · 4 bedrooms · 5 beds · 2 baths;299462;Stay U-Nique;Gràcia;la Vila de Gràcia;4.140.601;215.642;Entire home/apt;227;2;10;21/05/2023;1.34;149;322;10;HUTB-008483
7,30769E+17;Rental unit in Barcelona · 1 bedroom · 1 bed · 1.5 shared baths;7437408;Maya;Eixample;la Nova Esquerra de l'Eixample;4.138.529.424.148.880;21.525.232.865.895.600;Private room;61;28;2;31/05/2023;1.43;4;145;2;
7,33232E+17;Serviced apartment in Barcelona · ★5.0 · 2 bedrooms · 2 beds · 2 baths;178392708;Enjoy Apartments;Gràcia;la Vila de Gràcia;4.140.085;215.234;Entire home/apt;304;1;17;27/05/2023;2.17;25;100;17;HUTB-004966
7,3077E+17;Boutique hotel in Barcelona · 1 bedroom · 1 bed · 1 bath;442326369;Chic And Basic Habana Hoose;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;4.138.294;218.097;Private room;204;1;0;;;6;187;0;HB004121
7,3077E+17;Boutique hotel in Barcelona · ★5.0 · 1 bedroom · 1 bed · 1 bath;442326369;Chic And Basic Habana Hoose;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;4.138.396;21.813;Private room;249;1;5;28/01/2023;0.96;6;187;5;HB004121
7,41926E+17;Rental unit in Barcelona · 3 bedrooms · 5 beds · 1.5 baths;484389187;Valeria;Eixample;la Sagrada Família;414.046.716;21.726.251;Entire home/apt;85;31;0;;;1;311;0;Exempt
7,33235E+17;Rental unit in Barcelona · 2 bedrooms · 2 beds · 2 baths;6373607;Nicholas;Sant Martí;el Poblenou;4.140.272.111.754.030;22.039.698.013.645.800;Entire home/apt;140;32;0;;;1;156;0;Exempt
7,30793E+17;Hotel in Barcelona · ★5.0 · 1 bedroom · 1 bed · 1 bath;442326369;Chic And Basic Habana Hoose;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;4.138.343;218.125;Private room;240;1;4;24/01/2023;0.55;6;169;4;HB-004121
7,33469E+17;Rental unit in Barcelona · 1 bedroom · 2 beds · 1.5 shared baths;16062443;Cele;Sant Martí;el Clot;4.140.658;218.457;Private room;47;31;0;;;1;334;0;
7,30855E+17;Loft in Barcelona · 1 bedroom · 1 bed · 1 bath;224618386;EnjoyBcn;Ciutat Vella;la Barceloneta;4.137.631.684.587.190;21.916.518.087.907.700;Entire home/apt;86;32;1;16/04/2023;0.54;18;317;1;Exempt
7,41986E+17;Rental unit in Barcelona · ★4.50 · 1 bedroom · 1 bed · 1 private bath;202696762;Igor;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;4.138.691;217.772;Private room;110;1;18;22/05/2023;2.49;2;362;18;
7,42045E+17;Boat in Barcelona · 1 bedroom · 1 bed · 1 bath;21726991;Silvia;Sant Martí;la Vila Olímpica del Poblenou;413.887.355;21.955.809;Entire home/apt;32;19;1;02/05/2023;0.75;50;365;1;Exempt
7,33573E+17;Rental unit in Barcelona · 1 bedroom · 1 bed · 1 shared bath;357946540;Enter;Eixample;l'Antiga Esquerra de l'Eixample;4.139.227.763.461.420;21.478.870.311.089.900;Private room;23;33;0;;;138;362;0;
7,4206E+17;Rental unit in Barcelona · ★4.53 · 2 bedrooms · 3 beds · 1 bath;282338161;Danilo;Eixample;Sant Antoni;4.137.748;215.599;Entire home/apt;148;3;15;18/05/2023;5.00;2;295;15;Exempt
